feature	ANAEROFRUCAT.PWY..homolactic.fermentation	ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	ARO.PWY..chorismate.biosynthesis.I	COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.	COA.PWY..coenzyme.A.biosynthesis.I	COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I	HISTSYN.PWY..L.histidine.biosynthesis	PANTO.PWY..phosphopantothenate.biosynthesis.I	PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I	PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.	PWY.1042..glycolysis.IV..plant.cytosol.	PWY.2942..L.lysine.biosynthesis.III	PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I	PWY.3841..folate.transformations.II	PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III	PWY.5097..L.lysine.biosynthesis.VI	PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	PWY.5667..CDP.diacylglycerol.biosynthesis.I	PWY.5686..UMP.biosynthesis
MSM79HCN_P	208.845	331.491	356.473	448.052	383.96	360.442	325.727	703.732	368.046	378.321	359.677	489.045	118.084	717.957	415.525	363.01	483.031	366.676	401.87	227.564	397.739	492.94
MSM79HCP	244.705	395.464	433.219	561.68	441.997	428.598	399.916	860.176	424.968	445.277	436.781	566.114	177.851	844.373	440.597	440.592	558.707	427.793	447.795	276.977	482.444	589.591
MSM79HCR	200.8	357.8	404.434	534.934	405.869	404.988	379.976	865.667	424.296	382.473	396.029	504.842	166.536	815.933	392.537	329.291	486.268	402.606	421.1	244.841	476.885	571.223
MSM79HD6_P	128.831	314.506	312.354	375.113	322.41	320.121	300.251	599.772	329.121	337.996	330.075	371.715	127.233	577.292	348.654	291.207	394.199	324.777	327.508	158.287	382.06	417.243
MSM79HD8_P	214.367	242.479	222.132	188.926	165.619	221.156	196.361	206.311	148.647	185.469	167.777	235.378	224.734	338.191	243.726	268.833	188.534	173.744	240.508	242.043	264.866	210.07
MSM79HDA	200.169	219.084	474.259	433.365	373.85	446.757	243.042	472.413	323.203	185.907	197.758	406.6	259.483	610.597	349.762	279.445	407.841	408.09	388.968	204.44	386.693	558.519
MSM79HDC	87.2458	175.743	711.683	642.558	557.511	684.375	90.0742	601.407	329.285	525.032	528.953	602.717	160.839	987.145	269.843	359.166	633.843	598.878	460.307	47.0188	567.105	848.702
MSM79HDE	103.862	160.556	697.963	662.117	567.292	664.328	103.137	742.173	478.561	202.317	250.888	556.436	79.8637	848.158	532.692	286.339	537.008	614.344	551.12	38.0128	578.185	895.518
MSM79HDG_TR	52.6579	71.5108	569.642	645.287	558.618	562.699	20.4309	795.234	433.629	156.331	220.01	562.849	89.4742	809.38	430.714	256.093	516.847	598.591	475.514	23.7588	522.803	870.216
MSM79HDG	39.2197	154.251	718.142	697.502	596.529	690.517	29.2691	845.448	455.635	220.056	277.951	610.526	35.8396	935.057	443.996	286.776	537.909	654.646	522.915	40.2505	570.125	989.823
MSM79HDI	128.836	134.265	780.449	700.716	592.829	736.749	78.9313	801.812	438.854	429.634	474.243	636.773	102.356	917.505	536.677	377.164	598.718	640.451	601.003	37.3639	634.496	907.626
MSM79HDK	289.146	381.176	313.749	404.112	339.375	313.254	291.053	486.799	317.119	267.434	289.145	406.834	197.98	400.938	379.023	331.335	441.702	346.22	363.266	176.454	330.229	409.564
MSM79HDM	251.9	405.41	329.016	439.245	352.507	330.242	297.723	632.548	367.17	355.121	359.695	426.741	196.62	509.68	406.989	349.398	456.181	351.299	367.791	167.446	392.613	446.272
MSM79HDO	238.39	382.103	348.346	368.707	305.552	312.187	292.176	526.706	323.59	319.702	314.615	376.18	116.949	511.162	343.436	325.929	376.113	312.718	355.174	167.603	414.343	419.205
MSM79HDQ_TR	219.504	324.796	367.639	434.256	374.868	349.802	309.547	591.562	360.496	366.818	368.819	413.547	191.443	567.813	379.395	366.107	408.561	380.663	380.673	232.187	402.992	479.371
MSM79HDQ	191.318	351.78	380.026	427.166	369.625	361.47	312.857	622.951	380.175	382.425	372.955	416.714	182.041	590.147	377.225	354.989	406.026	380.859	381.747	222.395	423.966	468.964
MSM79HDS	224.241	357.414	308.95	438.395	338.661	305.845	291.608	695.827	344.187	346.476	344.271	390.526	217.316	517.694	389.177	346.7	397.179	335.985	363.351	174.68	397.567	403.341
MSM79HDU	197.859	364.589	209.946	400.584	325.938	215.969	258.691	670.365	367.107	338.474	333.132	365.661	222.151	473.835	374.855	346.252	383.391	320.624	356.898	159.651	425.686	402.589
MSM79HEA	326.853	447.646	387.925	466.791	404.385	401.973	395.348	614.017	513.189	412.647	403.415	501.839	210.486	723.493	502.963	362.961	524.93	407.879	478.562	251.801	492.219	548.792
MSM79HES	273.434	417.61	385.447	393.604	338.767	381.228	301.362	599.406	371.284	349.491	345.622	407.274	234.545	536.653	416.761	394.971	417.928	335.399	397.222	242.702	413.87	444.755
MSM79HEU	193.147	480.597	465.835	530.455	473.952	468.109	374.183	748.194	487.144	527.573	507.34	542.957	205.849	514.315	560.554	442.358	547.683	391.512	528.64	273.354	435.092	579.275
MSM79HEW	238.058	446.717	448.23	481.301	440.761	443.184	311.794	638.822	380.145	509.241	468.743	477.175	161.052	480.456	545.665	387.963	512.428	348.905	517.306	214.743	337.122	531.754
MSM79HEY	266.683	507.31	381.178	495.824	422.24	391.131	340.416	858.891	488.317	475.934	446.599	543.688	273.948	728.786	515.479	397.269	506.815	408.583	495.734	171.562	505.82	544.06
MSM79HF1_P	188.461	261.525	375.043	345.771	309.24	349.352	214.93	418.967	231.843	257.931	275.936	347.056	77.2203	470.668	256.727	242.961	366.888	317.978	302.034	93.4394	305.89	429.812
MSM79HF3	240.057	277.088	322.176	329.738	271.131	302.972	172.678	361.132	216.679	218.31	232.362	334.342	241.641	400.477	282.677	327.423	329.644	264.718	288.601	173.144	291.3	323.446
MSM79HF5	247.659	309.469	337.353	388.251	276.841	302.833	234.073	454.818	235.672	256.091	258.015	389.795	155.148	405.114	288.11	284.778	401.901	264.897	299.493	191.809	288.365	418.092
MSM79HF7	249.907	290.497	298.901	261.42	203.789	277.737	244.165	332.677	243.891	244.651	219.817	286.608	223.959	421.145	310.833	293.565	255.601	213.991	300.603	211.775	270.157	313.369
MSM79HF9_TR	230.613	300.059	347.126	350.496	271.443	327.9	225.51	335.334	206.709	265.587	265.698	362.822	159.871	422.365	322.484	289.885	334.514	238.505	323.962	141.533	281.963	386.169
MSM79HF9	254.705	334.882	371.578	362.253	285.168	349.73	209.482	375.241	212.922	272.805	257.691	379.326	132.685	444.668	312.672	315.317	362.139	269.59	319.76	128.731	282.35	387.126
MSM79HFB	202.001	334.475	435.406	498.103	331.869	396.26	172.782	519.339	275.46	301.921	292.396	491.014	86.316	436.023	380.458	305.041	455.859	313.234	399.308	172.42	360.269	536.754
MSM79HFW	283.037	385.355	366.964	435.472	379.268	355.618	237.854	599.206	390.116	372.275	369.703	468.322	233.407	555.907	390.141	345.762	475.679	380.09	404.082	250.08	410.377	510.403
MSM79HFY	242.586	392.425	362.964	448.922	401.467	357.424	240.706	614.666	424.144	371.862	387.044	472.867	255.674	504.496	408.254	340.248	478.597	402.723	421.155	230.74	455.519	525.277
MSM7J16J	205.693	382.501	386.214	427.403	306.378	368.892	286.607	702.196	386.876	331.249	315.547	402.127	110.677	463.78	372.9	377.65	399.635	310.506	390.749	271.946	401.641	471.64
MSM7J16L	174.69	401.552	322.545	457.611	360.285	333.52	333.074	805.556	421.805	388.118	369.326	450.063	109.909	604.97	441.023	416.356	432.705	359.373	418.335	198.71	437.697	461.147
MSM7J16N	266.722	341.221	389.052	396.387	306.633	364.127	230.341	556.539	354.97	265.839	280.47	359.199	114.007	504.265	313.355	250.036	364.086	317.685	342.624	166.768	360.376	419.17
MSM7J16P	180.643	438.702	346.441	455.942	348.216	350.638	330.706	804.174	428.97	375.049	361.398	427.727	223.246	494.148	418.344	393.699	439.175	355.248	414.281	239.933	431.137	469.595
MSM7J16R	195.179	431.907	347.343	466.609	371.852	352.29	321.869	849.834	444.555	402.388	391.852	437.053	186.129	528.57	460.399	398.991	436.71	373.04	455.511	209.701	451.498	471.253
MSM9VZEK_TR	108.59	137.639	164.004	208.805	136.712	158.991	84.443	196.338	169.083	119.162	129.898	168.923	0	194.32	115.324	132.162	184.302	137.951	141.085	64.8818	125.633	166.671
MSM9VZEK	210.412	317.929	228.903	326.591	254.862	234.037	230.019	508.062	340.508	271.182	265.37	321.253	212.166	396.49	301.211	310.146	348.481	254.482	297.211	134.551	358.594	346.652
MSM9VZEM	262.686	361.053	287.443	372.461	314.606	293.883	247.206	592.282	348.183	334.693	329.552	364.796	247.07	489.246	352.61	314.174	410.634	319.324	329.136	196.926	415.658	375.509
MSM9VZEO	114.214	399.939	238.305	454.125	372.35	249.735	237.425	778.176	453.054	399.986	389.456	439.988	181.981	396.952	447.267	355.193	495.181	366.242	425.264	187.904	494.324	476.232
MSM9VZEQ	190.912	418.795	300.781	468.163	368.649	311.398	298.873	766.727	451.23	428.108	400.578	447.249	158.216	558.602	482.478	391.681	467.537	368.239	457.939	153.414	471.555	489.126
MSM9VZES	191.413	367.621	369.722	444.418	329.293	350.591	248.843	591.398	383.914	337.413	328.228	420.299	160.941	403.997	380.587	363.307	440.102	335.347	371.604	217.202	434.668	437.359
MSM9VZEU	323.649	404.826	608.526	558.886	492.799	577.698	277.816	890.447	398.943	402.703	423.638	508.968	131.581	733.421	390.141	350.536	510.504	527.268	476.714	207.156	572.601	708.095
MSM9VZEW	359.435	453.912	588.083	531.361	464.555	541.018	347.849	1021.33	456.563	392.826	402.037	477.37	82.2071	696.905	425.902	389.62	455.669	495.142	489.117	316.773	587.516	671.029
MSM9VZEY	381.074	471.21	558.63	502.68	450.301	519.283	371.091	1014.09	452.467	403.113	412.184	484.402	82.7276	680.633	455.243	388.099	494.575	476.914	486.341	308.162	594.64	647.798
MSM9VZF1	229.436	305.674	631.551	595.962	514.46	574.508	252.802	768.871	394.879	371.049	401.75	504.89	193.006	788.801	345.742	354.604	463.717	559.93	519.48	127.059	567.919	749.735
MSM9VZF3	382.341	485.069	566.686	503.927	455.21	528.248	343.635	938.875	425.221	444.012	446.66	494.171	207.427	679.06	411.712	363.14	505.067	474.163	459.587	283.018	562.474	635.287
MSM9VZF5	316.322	401.83	624.351	557.454	491.46	534.985	263.168	814.608	433.46	343.068	379.763	497.669	103.871	733.023	398.98	339.632	442.814	516.766	498.08	229.104	590.512	685.468
MSM9VZF7	291.951	394.739	362.259	454.703	381.748	336.105	249.271	581.369	353.49	414.923	381.558	446.506	233.973	392.022	415.713	327.844	519.362	379.537	413.711	217.15	435.885	565.302
MSM9VZFF	275.349	388.067	387.563	442.516	316.618	340.042	203.389	401.677	397.871	325.636	304.782	425.78	235.274	431.457	425.334	297.191	483.33	310.015	418.346	196.699	427.341	567.621
MSM9VZFH	337.492	395.978	359.962	469.682	380.232	349.893	212.106	549.55	411.253	373.244	367.292	453.447	276.541	453.058	403.625	346.797	497.554	377.148	434.006	252.464	437.661	527.298
MSM9VZFJ_P	220.529	349.052	290.86	363.141	330.155	290.636	296.921	638.593	355.664	321.239	326.777	374.301	242.393	503.106	339.279	330.078	376.972	327.439	334.482	155.637	372.276	399.916
MSM9VZFL	291.192	453.007	376.096	470.166	422.329	376.096	337.444	828.831	395.999	409.114	412.965	479.985	286.699	608.662	421.471	405.269	477.004	418.479	422.748	205.564	448.915	508.072
MSM9VZFN	242.987	457.603	334.576	412.653	373.457	335.469	331.875	821.008	383.162	394.047	386.766	460.228	262.799	581.852	457.58	410.933	461.31	376.626	439.288	180.363	441.546	502.512
MSM9VZFR	222.85	439.567	319.138	461.502	423.801	327.853	367.559	967.824	432.905	434.939	427.701	506.309	250.622	713.156	487.393	392.598	519.056	414.284	465.993	154.598	440.919	551.41
MSM9VZFT	277.399	460.337	396.987	430.952	373.47	391.853	323.669	729.784	369.096	360.952	371.153	425.307	214.593	620.802	369.473	376.662	438.721	380.086	371.489	250.497	422.701	509.778
MSM9VZGO	178.559	278.534	410.391	371.908	304.421	388.268	229.548	555.516	354.197	271.796	280.43	409.358	156.915	530.988	305.299	237.398	356.335	320.83	382.853	159.617	338.16	544.059
MSM9VZGS	155.192	209.73	352.313	341.587	279.925	332.41	227.566	432.773	300.687	236.816	245.775	423.398	159.925	470.054	283.269	224.905	419.025	292.549	334.917	56.5437	327.395	475.123
MSM9VZGU	168.91	271.922	321.017	299.96	234.04	312.027	210.499	475.314	289.926	230.086	230.811	353.75	142.938	447.397	264.547	197.465	328.56	246.071	315.306	101.929	294.639	423.368
MSM9VZGW	262.842	292.057	445.167	409.496	353.235	399.897	244.192	455.005	327.442	292.377	314.182	392.909	183.585	516.369	270.681	250.805	360.869	375.775	351.008	95.7159	330.494	485.728
MSM9VZGY	270.828	467.097	417.553	433.124	383.993	403.248	274.107	600.228	360.705	401.279	399.243	417.177	136.393	628.129	337.427	297.357	450.483	403.305	383.036	237.162	422.992	526.823
MSM9VZH7	229.659	406.308	470.056	482.358	384.456	423.772	212.722	585.407	330.031	352.317	363.152	438.309	82.1068	594.515	337.144	280.01	418.265	404.293	403.561	191.451	424.63	541.642
MSM9VZHB	183.713	209.731	326.746	295.668	167.584	314.156	203.039	478.207	326.074	211.706	187.715	318.623	176.437	432.133	258.722	245.345	266.956	169.448	277.676	165.744	243.162	419.609
MSM9VZHF	151.509	190.067	318.446	342.901	207.337	314.026	238.797	354.018	318.025	238.395	220.825	259.01	137.091	347.887	265.919	158.338	274.95	216.771	262.168	33.6442	171.982	449.338
MSM9VZHJ	236.446	483.249	521.114	533.119	466.356	492.719	359.772	809.66	460.258	434.282	441.772	524.545	212.325	840.717	402.042	398.169	493.707	479.458	440.157	366.602	491.033	634.874
MSM9VZHL	312.615	495.245	571.932	575.982	509.945	551.09	304.595	715.758	355.106	433.812	458.403	596.223	147.443	904.083	371.612	362.138	552.001	530.796	469.119	241.892	477.668	765.094
MSM9VZHN	175.716	490.76	495.07	543.136	455.92	470.599	389.677	860.669	439.432	413.876	428.137	507.43	215.874	830.955	405.387	371.221	495.914	463.056	432.06	351.104	496.791	618.449
MSM9VZHP	209.744	383.055	519.941	520.145	463.04	475.201	318.134	706.998	359.888	358.475	373.66	481.977	119.891	737.233	349.804	370.631	457.512	476.502	462.334	201.848	502.222	641.933
MSM9VZHR	169.575	489.771	485.669	507.98	438.845	450.567	358.527	669.583	397.05	339.566	374.801	463.311	176.168	774.05	314.567	372.019	458.379	454.163	385.234	288.241	460.171	610.569
MSM9VZHT	233.467	436.47	470.831	516.233	432.748	433.161	368.873	699.726	385.461	302.46	340.313	462.686	141.923	708.976	365.034	348.39	449.439	451.332	420.935	261.856	466.017	586.239
MSM9VZHX	155.111	482.043	293.969	440.125	389.128	304.602	332.248	720.372	413.866	441.056	417.526	521.409	124.237	717.63	496.332	328.687	486.385	376.893	484.382	98.0715	460.578	465.576
MSM9VZHZ	212.207	377.054	342.279	430.466	314.505	319.75	339.563	567.322	301.973	313.599	311.983	434.705	116.82	568.223	423.827	313.527	419.167	310.832	418.608	246.263	397.202	451.882
MSM9VZI2	138.403	533.728	337.081	497.979	468.128	350.694	281.63	992.633	463.216	482.709	475.958	577.818	85.6897	595.368	499.752	337.622	457.193	448.609	531.429	93.3947	538.601	518.665
MSM9VZI6	111.119	425.644	361.48	426.561	346.613	364.548	352.069	537.808	370.067	387.087	362.644	487.872	57.1344	741.005	462.205	188.972	446.934	342.456	451.911	196.766	446.383	470.786
MSM9VZIM	205.309	368.443	416.238	391.257	316.004	395.352	334.392	415.94	366.427	297.761	300.217	437.89	133.594	563.672	360.164	295.546	428.097	324.745	401.495	233.4	401.031	471.732
MSM9VZIO	267.516	338.409	429.02	376.121	317.807	370.253	286.528	507.641	364.741	260.009	264.267	404.952	199.235	527.029	354.291	302.767	327.576	340.205	402.952	188.465	416.546	480.269
MSM9VZIQ	183.227	384.721	437.148	420.579	343.237	412.368	365.669	478.708	370.117	323.695	327.775	440.18	89.2788	626.957	377.266	294.669	423.55	356.083	402.807	275.642	429.717	504.556
MSM9VZIS	185.981	371.122	409.429	418.06	358.085	398.967	349.26	504.758	365.871	356.493	358.309	420.045	80.2039	612.132	391.743	316.015	419.228	363.288	410.66	264.37	391.711	475.275
MSM9VZIU	213.61	397.939	454.33	439.722	336.855	424.299	348.674	513.971	385.046	341.358	334.788	448.237	147.316	621.116	374.324	315.67	428.516	348.15	401.577	275.848	428.09	508.236
MSM9VZIW	245.258	418.9	443.138	443.278	338.77	419.977	371.5	552.313	404.146	377.373	350.74	462.83	163.499	622.964	392.915	323.75	422.211	349.665	421.116	331.53	416.673	508.871
MSM9VZIY	217.022	428.799	411.945	443.621	383.249	369.914	318.832	702.689	380.3	365.647	361.716	414.771	262.267	521.653	368.685	358.234	394.349	402.204	377.499	271.145	428.414	500.985
MSM9VZJ3	249.53	487.629	394.782	444.29	395.995	383.172	272.866	749.244	431.215	412.043	404.193	439.072	177.962	513.107	414.866	359.403	467.979	397.984	397.401	199.376	467.543	470.521
MSM9VZJB	157.762	423.35	315.082	441.635	348.831	318.96	274.143	708.43	428.617	372.747	365.809	419.394	196.913	527.75	434.268	379.212	452.542	345.324	412.803	164.919	432.761	466.222
MSM9VZJF_P	227.379	294.467	436.839	433.427	379.563	397.283	244.677	513.06	334.797	300.638	290.462	432.691	123.164	531.253	370.443	275.521	401.3	363.892	409.595	121.69	373.919	518.398
MSM9VZJJ_P	218.53	366.343	251.5	330.202	288.845	256.657	240.271	436.127	296.181	307.802	292.81	352.351	197.715	462.667	315.698	290.289	327.355	286.509	302.155	163.335	333.491	328.019
MSM9VZJZ	300.731	503.982	452.53	521.73	459.954	443.57	256.89	633.483	413.054	460.411	465.053	487.268	179.136	649.478	388.937	352.145	500.574	463.949	433.949	302.216	460.384	596.047
MSM9VZKC	252.684	390.466	406.119	455.677	399.84	377.057	291.361	685.802	363.655	332.335	359.394	431.582	210.287	566.932	355.238	356.431	418.426	413.667	382.836	267.543	411.799	517.107
MSM9VZKE	236.761	398.401	359.874	416.759	369.905	353.574	323.36	749.406	362.68	357.236	361.456	407.652	239.419	570.371	372.083	336.996	432.752	371.149	374.015	227.448	409.587	482.282
MSM9VZKI	287.951	421.484	389.62	458.586	397.052	379.959	321.746	763.586	408.854	383.377	388.159	443.637	277.331	602.778	393.263	372.366	460.353	400.264	390.667	245.377	427.593	501.318
MSM9VZL5	263.934	431.815	444.384	491.811	409.653	431.333	290.774	809.99	436.02	436.266	422.132	510.129	255.339	657.896	442.254	418.906	507.247	422.888	477.794	280.963	496.3	548.916
MSM9VZL7	265.062	480.209	507.412	489.656	375.01	460.253	319.654	576.873	431.315	340.639	350.397	481.338	192.915	655.327	357.044	362.331	458.516	392.268	432.237	263.87	481.344	623.59
MSM9VZL9	228.759	466.921	488.574	495.485	413.19	447.759	314.123	628.464	410.811	352.17	369.352	469.887	163.239	671.264	359.852	347.817	438.365	434.116	447.949	246.697	493.331	610.563
MSM9VZLB	211.906	431.665	476.415	478.078	391.713	437.855	304.652	614.919	407.047	339.441	354.403	466.63	199.247	618.301	337.433	338.743	432.626	410.648	412.544	254.88	471.59	595.126
MSM9VZLD	222.815	487.784	481.357	488.071	401.518	449.547	299.131	610.157	386.92	375.248	372.625	471.354	181.597	632.754	341.943	343.714	446.827	410.241	409.372	259.412	450.147	584.491
MSM9VZLF	243.543	454.309	492.125	502.993	397.211	447.742	225.046	650.834	396.034	345.557	359.743	453.481	203.354	654.853	353.809	340.852	451.684	414.01	414.9	202.774	474.675	600.197
MSM9VZLH	259.163	439.088	464.462	418.917	362.177	438.975	256.148	599.851	376.707	364.183	359.612	457.934	163.575	590.822	335.573	312.472	432.975	383.754	402.15	225.145	449.933	565.365
MSM9VZLJ	217.124	343.675	446.882	504.134	365.442	415.455	243.156	473.606	351.647	305.576	320.786	466.381	76.1955	574.477	315.373	263.426	433.632	375.799	392.636	93.8217	380.663	567.62
MSM9VZLL	238.816	275.836	272.667	272.87	208.516	255.762	209.002	380.203	179.963	243.873	207.687	295.726	220.426	356.743	261.149	292.718	272.109	203.859	257.248	185.676	246.704	284.914
MSM9VZLN	239.936	318.727	383.13	433.546	342.119	358.457	214.108	428.463	276.496	302.961	310.186	436.745	144.223	395.673	354.044	329.37	435.152	308.042	366.335	191.075	331.074	477.818
MSM9VZLP	236.668	282.277	317.046	361.412	269.937	295.086	226.456	355.702	199.612	255.328	252.006	363.686	191.737	366.553	286.839	299.404	354.921	249.199	297.126	175.977	268.272	381.314
MSM9VZLR	255.02	295.754	325.16	309.935	246.478	292.78	183.448	347.17	200.687	256.484	233.024	341.249	200.755	367.395	284.73	308.947	315.846	237.593	293.304	189.334	279.229	317.501
MSM9VZLT	180.399	204.013	358.126	328.359	273.107	308.395	229.355	455.68	240.769	226.6	237.015	345.855	148.728	459.42	279.41	297.814	323.854	284.421	322.005	135.978	327.267	357.006
MSM9VZLV	253.641	293.702	382.818	360.279	325.756	363.879	212.306	442.016	284.985	295.159	299.655	378.556	224.58	510.244	284.613	301.029	346.797	330.61	331.775	122.317	328.79	411.794
MSM9VZLX_P	56.8225	238.366	242.21	346.387	293.794	247.28	197.931	598.427	341.161	313.172	303.402	342.357	151.865	400.83	344.795	303.681	355.442	301.24	320.77	101.52	340.707	349.992
MSM9VZMA_TR	182.931	493.938	344.868	481.469	424.557	350.886	297.557	780.31	466.874	440.485	424.468	523.819	166.274	634.898	461.782	313.905	446.952	414.741	472.379	135.224	491.621	485.091
MSM9VZMA	210.439	484.045	357.914	483.133	408.29	362.028	306.214	758.17	422.18	433.499	420.67	527.176	124.617	610.796	457.806	257.608	440.742	401.828	467.943	161.421	494.064	483.314
MSM9VZMC	161.086	580.402	387.978	552.13	474.402	399.406	287.974	954.684	480.186	512.284	484.352	633.434	171.179	714.137	518.845	304.549	474.789	458.137	547.98	148.49	569.579	569.871
MSM9VZME	206.933	436.68	305.268	435.838	367.7	309.684	285.635	756.172	402.138	419.322	389.196	457.832	150.788	562.272	459.15	334.897	416.377	361.619	463.441	124.903	449.826	439.743
MSM9VZMI	122.402	571.547	294.714	496.701	496.244	310.774	226.399	1066.81	499.356	531.614	508.077	621.48	38.5	684.233	517.891	305.746	493.779	465.926	553.565	73.4031	574.506	534.323
MSM9VZMM	106.433	453.26	342.989	472.115	404.82	350.54	299.304	787.491	441.106	423.448	414.158	458.279	194.177	586.248	449.722	383.922	476.688	404.018	422.86	170.568	482.566	496.828
MSM9VZMO	212.491	402.323	384.995	419.874	356.558	368.624	334.294	634.884	370.333	355.177	351.547	446.531	223.797	567.995	370.84	353.728	423.035	359.129	373.77	216.386	443.291	504.208
MSM9VZMS	215.14	415.577	388.619	429.532	350.329	376.631	336.148	646.974	379.503	359.429	354.604	449.667	179.953	586.376	365.442	369.227	425.938	355.453	371.138	254.006	415.442	516.715
MSM9VZMU	247.36	426.484	407.09	455.944	368.872	390.61	328.699	639.573	400.704	365.829	363.889	444.828	234.228	558.084	383.709	362.304	443.375	371.959	385.85	249.249	431.612	515.762
MSM9VZMW	265.578	440.209	421.484	491.225	403.014	405.556	320.865	627.475	402.584	372.741	384.879	494.356	195.588	580.988	374.546	381.025	488.531	408.083	399.124	289.028	423.592	565.447
MSM9VZN4_P	95.5915	287.126	368.896	465.317	397.211	368.679	250.183	567.406	363.052	412.657	397.75	506.194	167.373	602.073	462.527	246.527	438.235	393.59	478.877	168.025	427.279	534.821
MSM9VZNH_TR	298.736	335.186	481.551	496.71	399.998	443.14	227.122	612.65	435.289	272.259	300.735	502.093	114.411	572.946	293.227	255.604	390.673	424.329	358.572	63.8348	389.52	466.61
MSM9VZNH	299.155	348.215	475.903	491.838	394.593	441.528	235.479	624.98	446.466	282.184	317.192	488.159	115.554	572.128	284.515	276.984	393.434	419.854	370.55	54.1308	418.421	481.16
MSM9VZNL	328.934	410.014	538.41	556.695	498.524	509.885	171.983	642.847	504.781	349.712	409.809	581.45	185.898	616.545	390.274	268.997	453.574	520.325	477.331	100.591	453.479	605.77
MSM9VZNR	347.848	451.277	445.728	513.939	412.715	444.904	380.132	647.359	455.729	459.853	430.469	519.863	296.39	661.571	495.264	408.134	487.035	413.46	501.379	280.164	471.137	534.298
MSM9VZNX	292.134	370.283	385.547	374.962	295.923	375.406	322.995	537.179	326.262	346.079	322.476	407.957	247.924	544.764	367.596	333.034	398.505	296.435	377.508	252.058	382.446	413.115
MSM9VZNZ	283.732	441.301	521.16	444.884	343.818	481.019	326.173	590.881	384.171	368.47	356.07	487.424	249.392	664.2	375.936	381.785	455.235	357.106	452.808	253.534	468.284	541.333
MSM9VZO2	203.096	399.176	408.129	476.011	380.501	410.3	367.286	562.485	424.023	418.347	395.311	483.241	144.583	669.667	488.622	309.159	480.433	378.196	478.065	247.869	441.17	522.172
MSM9VZOG	312.841	462.333	516.569	528.112	434.491	498.795	433.25	887.518	437.143	435.286	429.761	513.715	203.229	768.287	391.363	438.998	518.283	428.565	429.749	313.018	464.515	595.943
MSM9VZOI	240.494	377.348	386.618	500.835	429.849	385.533	395.674	893.258	406.529	452.042	442.651	483.129	232.531	807.225	440.527	427.979	494.238	411.028	434.406	193.274	433.74	527.632
MSM9VZOK	263.871	403.915	527.383	537.44	453.165	498.354	374.116	792.432	409.471	373.237	398.981	532.364	157.415	764.851	422.644	382.57	473.461	466.794	465.49	258.187	476.519	672.316
MSM9VZOM	220.565	394.404	383.898	557.86	464.894	392.729	435.678	1026.88	470.087	480.545	465.123	580.697	214.486	978.176	480.733	440.405	566.154	452.159	477.859	196.054	523.628	626.677
MSM9VZOO	311.548	509.482	401.878	520.658	435.07	401.908	352.727	1002.08	457.219	414.246	426.329	517.744	305.752	845.138	460.434	476.551	496.417	432.004	463.851	225.155	497.404	580.537
MSM9VZOQ	324.29	473.569	470.53	518.815	452.409	459.61	429.101	891.272	415.877	422.468	428.091	524.43	219.946	783.267	429.102	427.383	526.639	451.04	466.434	322.639	489.303	602.993
MSM9VZOS	357.144	408.611	486.396	477.894	393.156	430.045	305.975	862.424	396.634	368.833	372.046	441.564	236.625	564.999	392.931	346.962	446.795	408.785	414.432	282.163	509.829	506.451
MSM9VZOU	252.308	335.826	450.823	413.519	365.778	394.122	313.865	796.919	332.778	312.298	310.159	371.085	177.236	524.605	297.504	264.827	334.382	384.327	382.057	260.15	431.892	447.952
MSM9VZOW	317.174	433.337	492.52	454.07	389.406	426.135	371.149	1034.17	384.38	404.797	388.47	435.992	123.186	586.327	396.068	356.062	417.718	410.147	439.885	336.905	531.24	521.348
MSM9VZOY	305.913	416.973	604.391	518.228	449.101	521.222	265.113	835.183	430.989	422.123	413.835	486.63	148.124	695.529	351.792	355.845	431.662	489.132	461.397	238.021	562.951	632.978
MSM9VZP1	328.984	408.386	497.772	446.59	386.833	438.659	329.892	993.332	346.043	416.711	397.205	411.601	294.054	599.262	351.475	305.897	394.247	407.765	387.902	291.727	472.829	514.365
MSM9VZP3	386.77	471.496	512.916	440.352	395.044	463.181	390.412	1092.68	375.534	462.517	413.171	461.625	191.607	629.156	413.758	404.212	456.955	411.412	438.457	370.858	520.286	485.726
MSM9VZPH	322.022	436.264	395.18	447.697	386.306	366.864	301.766	653.328	377.683	355.174	368.728	416.784	290.08	471.784	391.92	329.453	415.358	395.164	392.5	267.463	443.189	478.257
